Passenger_trav_group,PassengerId_in_group,HomePlanet,CryoSleep,Deck_num,Room_num,Bord_side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,First_name,Last_name,Transported_model,Transported_true
1790,1,Earth,True,G,294,left,TRAPPIST-1e,47,False,0,0,0,0,0,Kentha,Hamberterry,True,False
1790,2,Earth,True,G,294,left,TRAPPIST-1e,48,False,0,0,0,0,0,Willey,Hamberterry,True,False
1791,2,Mars,True,F,351,left,TRAPPIST-1e,19,False,0,0,0,0,0,Apple,Spien,True,False
1809,1,Earth,True,G,296,left,TRAPPIST-1e,22,False,0,0,0,0,0,Luise,Gallandez,True,False
1814,2,Earth,True,G,286,right,PSO J318,29,False,0,0,0,0,0,Bland,Harrenoldez,True,False
1815,1,Mars,True,F,348,right,TRAPPIST-1e,44,False,0,0,0,0,0,Komos,Ecre,True,False
1820,1,Mars,True,E,110,left,TRAPPIST-1e,25,False,0,0,0,0,0,Boats,Gele,True,False
1830,1,Earth,True,G,287,right,PSO J318,15,False,0,0,0,0,0,Coracy,Fielson,True,False
1835,1,Earth,True,B,76,right,TRAPPIST-1e,22,False,0,0,0,0,0,Antak,Cassiding,True,False
1835,2,Earth,True,B,76,right,TRAPPIST-1e,42,False,0,0,0,0,0,Hekaron,Cassiding,True,False
1838,1,Mars,True,F,363,left,TRAPPIST-1e,35,False,0,0,0,0,0,Cowl,Erte,True,False
1851,2,Earth,True,B,78,right,TRAPPIST-1e,37,False,0,0,0,0,0,Mino,Healted,True,False
1852,3,Earth,True,B,79,right,TRAPPIST-1e,34,False,0,0,0,0,0,Tachird,Semootor,True,False
1883,1,Mars,True,E,114,left,TRAPPIST-1e,16,False,0,0,0,0,0,Berbee,Flell,True,False
1893,1,Mars,True,F,362,right,TRAPPIST-1e,40,False,0,0,0,0,0,Coass,Empie,True,False
1894,1,Mars,True,F,379,left,TRAPPIST-1e,19,False,0,0,0,0,0,Arts,Steen,True,False
1904,1,Earth,False,A,15,left,Cancri e,31,False,19,607,0,500,2756,Sceleon,Scerodbox,True,False
1909,1,Earth,True,C,64,left,PSO J318,41,False,0,0,0,0,0,Prope,Prighty,True,False
1909,2,Earth,True,C,64,left,TRAPPIST-1e,16,False,0,0,0,0,0,Acruxa,Prighty,True,False
1913,2,Mars,True,F,381,left,TRAPPIST-1e,57,False,0,0,0,0,0,Corse,Ane,True,False
1913,3,Mars,True,F,381,left,TRAPPIST-1e,13,False,0,0,0,0,0,Aark,Ane,True,False
1914,1,Earth,True,G,301,right,PSO J318,32,False,0,0,0,500,0,Isaacy,Kimpson,True,False
1924,1,Earth,True,G,311,left,PSO J318,14,False,0,0,0,0,0,Jordy,Greeves,True,False
1965,1,Earth,True,G,317,left,TRAPPIST-1e,35,False,0,0,0,0,0,Racyle,Ramoran,True,False
1986,1,Mars,True,F,377,right,TRAPPIST-1e,45,False,0,0,0,0,0,Toate,Monie,True,False
1990,1,Mars,True,F,395,left,TRAPPIST-1e,31,False,0,0,0,0,0,Cers,Blake,True,False
2002,1,Mars,True,F,384,right,TRAPPIST-1e,57,False,0,0,0,0,0,Craird,Creke,True,False
2004,1,Mars,True,E,147,right,TRAPPIST-1e,24,False,0,0,0,0,0,Yapich,Pashe,True,False
2014,1,Earth,True,E,148,right,TRAPPIST-1e,49,False,0,0,0,0,0,Hadalm,Switmorary,True,False
2016,1,Mars,True,F,388,right,TRAPPIST-1e,24,False,0,0,0,0,0,Graisp,Barte,True,False
2018,1,Earth,True,G,319,right,TRAPPIST-1e,4,False,0,0,0,0,0,Thony,Franey,True,False
2021,1,Earth,True,G,320,right,TRAPPIST-1e,23,False,0,0,0,0,0,Andace,Flynnis,True,False
2023,2,Earth,True,G,321,right,TRAPPIST-1e,4,False,0,0,0,0,0,Elenna,Stantiagord,True,False
2023,3,Earth,True,G,321,right,TRAPPIST-1e,3,False,0,0,0,0,0,Monah,Stantiagord,True,False
2035,2,Mars,True,F,403,left,TRAPPIST-1e,20,False,0,0,0,0,0,Donch,Backe,True,False
2036,1,Earth,True,G,326,left,PSO J318,22,False,0,0,0,0,0,Sylvin,Jacostanley,True,False
2037,1,Earth,True,B,61,left,TRAPPIST-1e,22,False,0,0,0,0,0,Solaron,Laturive,True,False
2039,2,Mars,True,F,405,left,TRAPPIST-1e,19,False,0,0,0,0,0,Callix,Jaff,True,False
2039,3,Mars,True,F,405,left,TRAPPIST-1e,29,False,0,0,0,0,0,Beres,Balle,True,False
2047,1,Earth,True,G,325,right,TRAPPIST-1e,17,False,0,0,0,0,0,Raulia,Jenkinnedy,True,False
2049,1,Earth,True,G,326,right,PSO J318,20,False,0,0,0,0,0,Kirky,Edwartizman,True,False
2057,1,Earth,True,G,332,left,PSO J318,6,False,0,0,0,0,0,Carold,Carley,True,False
2057,4,Earth,True,G,332,left,TRAPPIST-1e,46,False,0,0,0,0,0,Agnesa,Lewinton,True,False
2064,1,Mars,True,F,409,left,TRAPPIST-1e,23,False,0,0,0,0,0,Mos,Terry,True,False
2068,1,Earth,True,C,71,left,TRAPPIST-1e,28,False,0,0,0,0,0,Izarino,Ingent,True,False
2076,1,Mars,True,F,403,right,TRAPPIST-1e,55,False,0,0,0,0,0,Varz,Hast,True,False
2078,1,Mars,True,F,405,right,TRAPPIST-1e,70,False,0,0,0,0,0,Crios,Biane,True,False
2109,1,Earth,True,G,337,right,TRAPPIST-1e,44,False,0,0,0,0,0,Heila,Hestes,True,False
2119,2,Earth,True,G,340,right,TRAPPIST-1e,35,False,0,0,0,0,0,Fanna,Masquez,True,False
2132,1,Earth,True,G,342,right,PSO J318,19,False,0,0,0,0,0,Johna,Wartyson,True,False
2151,1,Earth,True,G,346,right,TRAPPIST-1e,39,False,0,0,0,0,0,Brina,Ballocks,True,False
2160,3,Mars,True,F,428,left,TRAPPIST-1e,8,False,0,0,0,0,0,Mark,Anate,True,False
2176,1,Earth,True,G,353,left,PSO J318,29,False,0,0,0,0,0,Dia,Dotsonton,True,False
2184,2,Earth,True,C,81,right,TRAPPIST-1e,43,False,0,0,0,0,0,Ankabit,Coilling,True,False
2222,1,Mars,True,F,447,left,TRAPPIST-1e,19,False,0,0,0,0,0,Ockies,Burie,True,False
2226,1,Earth,True,G,357,left,PSO J318,27,False,142,0,99,232,0,Garry,Owerson,True,False
2227,1,Mars,True,F,436,right,TRAPPIST-1e,23,False,0,0,0,0,0,Eggers,Chen,True,False
2230,1,Earth,True,G,358,left,TRAPPIST-1e,6,False,0,0,0,0,0,Sonard,Greenez,True,False
2260,1,Earth,True,D,67,left,TRAPPIST-1e,33,False,0,0,0,0,0,Okulam,Clumsty,True,False
2276,1,Earth,True,G,361,right,TRAPPIST-1e,46,False,0,0,0,0,0,Ellena,Sosanturney,True,False
2290,1,Earth,True,G,364,right,PSO J318,24,False,0,0,0,0,0,Nelle,Cardners,True,False
2292,1,Earth,True,G,366,right,PSO J318,19,False,0,0,0,0,0,Nichad,Shephendery,True,False
2293,1,Mars,True,F,446,right,TRAPPIST-1e,51,False,0,0,0,0,0,Cink,Hacle,True,False
2304,1,Earth,True,G,370,left,TRAPPIST-1e,21,False,0,0,0,0,0,Glenry,Herreras,True,False
2307,1,Earth,True,E,164,right,TRAPPIST-1e,6,False,0,0,0,0,0,Shalle,Foledges,True,False
2307,5,Earth,True,E,164,right,TRAPPIST-1e,7,False,0,0,0,0,0,Adriet,Foledges,True,False
2326,1,Earth,True,G,374,left,TRAPPIST-1e,24,False,0,0,0,0,0,Lolas,Owery,True,False
2335,1,Earth,True,G,376,right,PSO J318,27,False,0,0,0,0,0,unknown,unknown,True,False
2337,1,Earth,True,G,375,left,PSO J318,14,False,0,0,0,0,0,Kendre,Pittler,True,False
2355,1,Earth,True,D,79,right,TRAPPIST-1e,37,False,0,0,0,500,0,Minus,Unticatter,True,False
2370,1,Earth,True,G,382,left,TRAPPIST-1e,36,False,0,0,0,0,0,Lardy,Hoffergess,True,False
2370,2,Earth,True,G,382,left,TRAPPIST-1e,4,False,0,0,0,0,0,Jayne,Hoffergess,True,False
2378,2,Mars,True,F,460,right,TRAPPIST-1e,5,False,0,0,0,0,0,Pebix,Blie,True,False
2381,1,Earth,True,G,381,right,PSO J318,21,False,0,0,0,0,0,Ivaney,Ellahan,True,False
2386,1,Mars,True,F,489,left,TRAPPIST-1e,28,False,0,0,230,0,0,Dat,Peake,True,False
2388,2,Earth,True,G,384,left,TRAPPIST-1e,14,False,0,0,0,0,0,Ellene,Gentledges,True,False
2394,1,Earth,True,G,385,right,PSO J318,78,False,0,0,0,0,0,Bonya,Garrez,True,False
2425,1,Earth,True,G,396,left,TRAPPIST-1e,0,False,0,0,0,0,0,Raulia,Tranklinay,True,False
2425,6,Earth,True,G,396,left,TRAPPIST-1e,4,False,0,0,0,0,0,Lan,Tranklinay,True,False
2430,1,Earth,True,G,394,right,TRAPPIST-1e,32,False,0,0,0,0,0,Darry,Mcphernard,True,False
2430,2,Earth,True,G,394,right,TRAPPIST-1e,7,False,0,0,0,0,0,Beathy,Mcphernard,True,False
2434,1,Earth,True,G,397,left,TRAPPIST-1e,34,False,0,0,0,0,0,Meline,Steelerettt,True,False
2469,1,Mars,True,F,473,right,TRAPPIST-1e,25,False,0,0,0,0,0,Cruis,Apple,True,False
2484,1,Mars,True,F,478,right,TRAPPIST-1e,71,False,0,0,0,0,0,Eres,Clake,True,False
2487,2,Mars,True,F,514,left,TRAPPIST-1e,18,False,0,0,0,0,0,Lopedo,Saf,True,False
2494,1,Earth,True,B,95,right,TRAPPIST-1e,18,False,0,0,0,0,0,Shamak,Bacistion,True,False
2501,1,Earth,True,C,90,right,TRAPPIST-1e,47,False,0,0,230,0,0,unknown,unknown,True,False
2507,1,Earth,True,G,405,left,TRAPPIST-1e,23,False,0,0,0,0,0,Jordy,Currisones,True,False
2517,1,Mars,True,F,484,right,TRAPPIST-1e,35,False,0,0,0,0,0,Miten,Nuthe,True,False
2536,1,Mars,True,F,490,right,TRAPPIST-1e,47,False,0,0,0,0,0,Heres,Paie,True,False
2538,2,Earth,True,B,76,left,TRAPPIST-1e,31,False,0,0,0,0,0,Wimps,Uncionted,True,False
2563,1,Earth,True,G,409,right,TRAPPIST-1e,15,False,0,0,0,0,0,Glorey,Holsen,True,False
2567,1,Mars,True,E,180,right,TRAPPIST-1e,28,False,0,0,0,0,0,Cheats,Pien,True,False
2567,2,Mars,True,F,494,right,TRAPPIST-1e,17,False,0,0,0,0,0,Hon,Pien,True,False
2570,1,Earth,True,G,413,left,TRAPPIST-1e,18,False,0,0,0,0,0,Gabrie,Summington,True,False
2576,1,Mars,True,F,497,right,TRAPPIST-1e,32,False,0,0,0,0,400,Yapich,Che,True,False
2577,1,Earth,True,G,411,right,TRAPPIST-1e,19,False,0,0,0,0,0,Catha,Delez,True,False
2577,2,Earth,True,G,411,right,TRAPPIST-1e,9,False,0,0,0,0,0,Jilley,Delez,True,False
2583,1,Earth,True,G,416,left,TRAPPIST-1e,21,False,0,0,0,0,0,Velyne,Webstephrey,True,False
2585,1,Earth,True,B,79,left,TRAPPIST-1e,40,False,0,0,0,0,0,Phernar,Coweboded,True,False
2586,1,Earth,True,G,418,left,TRAPPIST-1e,42,False,250,0,0,0,0,Wilmay,Santin,True,False
2587,1,Mars,True,F,532,left,TRAPPIST-1e,40,False,0,0,0,0,0,Ties,Hoche,True,False
2587,2,Mars,True,F,532,left,TRAPPIST-1e,22,False,0,0,0,0,0,Hion,Hoche,True,False
2603,1,Earth,True,G,414,right,TRAPPIST-1e,38,False,0,0,0,0,0,Hanna,Mejiarkerox,True,False
2604,1,Earth,True,G,423,left,PSO J318,24,False,0,0,0,0,0,Timyra,Gentledges,True,False
2608,1,Earth,True,G,415,right,TRAPPIST-1e,22,False,0,0,0,0,0,Harrie,Kaney,True,False
2630,2,Earth,True,G,418,right,TRAPPIST-1e,9,False,0,0,0,0,0,Willey,Onell,True,False
2630,3,Earth,True,G,418,right,TRAPPIST-1e,1,False,0,0,0,0,0,Sha,Onell,True,False
2637,2,Earth,True,G,429,left,PSO J318,2,False,0,0,0,0,0,Garyan,Rothewson,True,False
2639,1,Mars,True,F,509,right,TRAPPIST-1e,25,False,0,0,0,0,0,Golos,Ropie,True,False
2656,1,Earth,True,C,96,right,TRAPPIST-1e,43,False,0,0,0,0,0,Alinan,Clinarfork,True,False
2667,4,Earth,True,B,101,right,TRAPPIST-1e,30,False,0,0,0,0,0,Boteino,Vactive,True,False
2681,1,Earth,True,G,427,right,PSO J318,43,False,0,0,0,0,0,Carley,Tersony,True,False
2694,1,Earth,True,B,84,left,TRAPPIST-1e,48,False,0,0,0,0,0,Maham,Aneter,True,False
2705,1,Earth,True,G,430,right,TRAPPIST-1e,22,False,0,0,0,0,0,Jenn,Morgerson,True,False
2719,2,Mars,True,F,524,right,TRAPPIST-1e,12,False,0,0,0,0,0,Shams,Curle,True,False
2731,1,Earth,True,G,434,right,TRAPPIST-1e,24,False,0,0,0,0,0,Rone,Fersongs,True,False
2742,1,Earth,True,G,436,right,PSO J318,38,False,0,0,0,0,0,Erick,Mondalley,True,False
2749,1,Earth,True,G,437,right,TRAPPIST-1e,28,False,0,0,0,0,0,Loria,Beckeetter,True,False
2794,6,Mars,True,F,579,left,TRAPPIST-1e,14,False,0,0,0,0,0,Tous,Mellé,True,False
2794,7,Mars,True,F,579,left,TRAPPIST-1e,18,False,0,0,0,0,0,Dooss,Apie,True,False
2803,1,Earth,True,D,84,left,TRAPPIST-1e,35,False,0,0,0,0,0,Atrix,Dedentive,True,False
2804,1,Earth,True,G,448,right,TRAPPIST-1e,24,False,0,0,0,0,0,Monard,Cookentaney,True,False
2815,2,Earth,True,G,456,left,TRAPPIST-1e,3,False,0,0,0,0,0,Daven,Bushafford,True,False
2816,1,Earth,True,D,85,left,TRAPPIST-1e,69,False,0,0,0,0,0,Sulah,Gleroling,True,False
2829,1,Earth,True,G,460,left,TRAPPIST-1e,18,False,0,0,0,0,0,Walley,Byerton,True,False
2830,1,Earth,True,G,461,left,PSO J318,25,False,0,0,0,0,0,Adriet,Barris,True,False
2833,1,Earth,True,G,462,left,PSO J318,15,False,0,0,0,0,0,Lonnis,Davens,True,False
2842,1,Earth,True,G,463,left,TRAPPIST-1e,29,False,0,0,0,0,0,Isaacy,Weaverays,True,False
2845,2,Earth,True,C,97,left,TRAPPIST-1e,22,False,0,0,0,0,0,Atonon,Resendent,True,False
2850,2,Mars,True,F,543,right,TRAPPIST-1e,0,False,0,0,0,0,0,Gian,Nuthe,True,False
2850,4,Mars,True,F,543,right,TRAPPIST-1e,6,False,0,0,0,0,0,Hony,Nuthe,True,False
2868,1,Earth,True,G,453,right,TRAPPIST-1e,7,False,0,0,0,0,0,Jeret,Bonder,True,False
2868,2,Earth,True,G,453,right,TRAPPIST-1e,3,False,0,0,0,0,0,Rosiey,Bonder,True,False
2868,3,Earth,True,G,453,right,TRAPPIST-1e,3,False,0,0,0,0,0,Done,Bonder,True,False
2898,2,Earth,True,B,90,left,TRAPPIST-1e,35,False,0,0,0,0,0,Ashird,Whetingert,True,False
2904,2,Earth,True,C,99,left,TRAPPIST-1e,32,False,0,0,0,0,0,Luxonon,Dishearly,True,False
2911,1,Earth,True,G,465,right,TRAPPIST-1e,29,False,0,0,0,0,0,Carona,Leton,True,False
2914,1,Earth,True,B,91,left,TRAPPIST-1e,19,False,0,0,0,0,0,Sadares,Reeddommy,True,False
2915,1,Mars,True,F,554,right,TRAPPIST-1e,45,False,0,0,0,0,0,Wealke,Beake,True,False
2916,1,Mars,True,F,604,left,TRAPPIST-1e,69,False,0,0,0,0,0,Mars,Ickes,True,False
2931,1,Earth,True,G,475,left,TRAPPIST-1e,34,False,0,0,0,0,0,Essara,Mcfarley,True,False
2932,1,Earth,True,B,109,right,TRAPPIST-1e,45,False,0,0,0,0,0,Tarain,Tachor,True,False
2947,1,Earth,True,G,481,left,TRAPPIST-1e,40,False,0,0,0,0,0,Byrona,Kerrealds,True,False
2957,1,Earth,True,G,484,left,TRAPPIST-1e,35,False,0,0,0,0,0,Eillis,Cobson,True,False
2981,1,Earth,True,G,487,left,PSO J318,14,False,0,0,0,0,0,Francy,Farleyatton,True,False
2997,4,Earth,True,B,95,left,TRAPPIST-1e,43,False,0,0,0,0,0,Chard,Prombled,True,False
3008,3,Earth,True,D,92,left,TRAPPIST-1e,21,False,0,0,0,0,0,Eleons,Timanable,True,False
3011,1,Earth,True,G,489,left,TRAPPIST-1e,25,False,0,0,0,0,0,Leene,Haydenzier,True,False
3016,2,Earth,True,G,490,left,TRAPPIST-1e,1,False,0,0,0,0,0,Philia,Rickson,True,False
3016,3,Earth,True,G,490,left,TRAPPIST-1e,1,False,0,0,0,0,0,Camiet,Bakericks,True,False
3028,1,Earth,True,G,494,left,TRAPPIST-1e,22,False,0,0,0,0,0,Mathy,Frannis,True,False
3037,2,Earth,True,C,104,left,TRAPPIST-1e,40,False,0,0,0,0,0,Taurah,Gloyanthy,True,False
3043,1,Mars,True,F,635,left,TRAPPIST-1e,55,False,174,0,958,84,0,Tros,Kniva,True,False
3056,1,Earth,True,G,497,left,TRAPPIST-1e,16,False,0,0,0,0,0,Brita,Rushing,True,False
3059,1,Earth,True,B,100,left,TRAPPIST-1e,62,False,0,0,0,0,0,Astrark,Preeldy,True,False
3078,3,Earth,True,C,117,right,TRAPPIST-1e,24,False,0,0,0,0,0,Pheino,Busive,True,False
3089,1,Mars,True,E,202,right,TRAPPIST-1e,44,False,0,0,0,0,0,Allift,Madan,True,False
3094,1,Earth,True,G,484,right,TRAPPIST-1e,19,False,0,0,0,0,0,Tonioe,Wallerson,True,False
3097,1,Mars,True,F,644,left,TRAPPIST-1e,14,False,0,0,0,0,200,Ree,Dato,True,False
3105,1,Earth,True,C,105,left,TRAPPIST-1e,48,False,0,0,0,0,0,Celavas,Alaring,True,False
3107,1,Earth,True,G,486,right,TRAPPIST-1e,63,False,0,0,0,0,0,Allie,Weissey,True,False
3108,1,Earth,True,G,508,left,TRAPPIST-1e,53,False,0,0,0,0,0,Gerly,Navages,True,False
3115,1,Earth,True,G,489,right,PSO J318,40,False,0,0,0,0,0,Lilly,Mccarveymon,True,False
3137,1,Earth,True,F,651,left,PSO J318,18,False,0,0,0,0,0,Bonyam,Stanters,True,False
3141,1,Mars,True,F,590,right,TRAPPIST-1e,25,False,0,0,0,0,0,Gone,Blie,True,False
3154,1,Earth,True,G,498,right,TRAPPIST-1e,37,False,0,0,0,0,0,Len,Bakerson,True,False
3170,1,Earth,True,G,501,right,TRAPPIST-1e,27,False,0,0,0,0,0,Marlly,Baxters,True,False
3173,1,Earth,True,G,503,right,TRAPPIST-1e,33,False,0,0,0,0,0,Paulia,Wolffy,True,False
3178,1,Mars,True,F,662,left,TRAPPIST-1e,22,False,0,0,0,0,0,Sug,Sté,True,False
3186,1,Mars,True,F,664,left,TRAPPIST-1e,18,False,0,0,0,0,0,unknown,unknown,True,False
3187,1,Earth,False,A,26,left,Cancri e,31,False,45,3150,0,1656,0,Misa,Dompreced,True,False
3190,2,Mars,True,E,210,right,TRAPPIST-1e,48,False,0,0,0,0,0,Carves,Bert,True,False
3214,1,Mars,True,F,605,right,TRAPPIST-1e,33,False,0,0,0,0,0,Wales,Tre,True,False
3226,1,Mars,True,F,608,right,TRAPPIST-1e,23,False,0,0,0,0,0,Quars,Stre,True,False
3257,1,Mars,True,F,614,right,TRAPPIST-1e,69,False,0,0,0,0,0,Wacks,Mitte,True,False
3263,1,Mars,True,F,616,right,TRAPPIST-1e,34,False,0,0,0,500,0,Monam,Tité,True,False
3278,1,Mars,True,F,683,left,TRAPPIST-1e,28,False,0,0,230,0,0,Badont,Blan,True,False
3285,2,Mars,True,E,220,right,TRAPPIST-1e,40,False,0,0,0,0,0,Terek,Shbre,True,False
3288,1,Mars,True,F,685,left,TRAPPIST-1e,24,False,0,0,0,0,0,Dings,Ste,True,False
3290,1,Mars,True,F,622,right,TRAPPIST-1e,53,False,0,0,0,0,0,Anamos,Pre,True,False
3291,1,Earth,True,G,523,right,TRAPPIST-1e,17,False,0,0,0,0,0,Card,Puckenton,True,False
3321,1,Mars,True,F,629,right,TRAPPIST-1e,33,False,0,0,0,0,0,Newtch,Chen,True,False
3334,1,Earth,True,G,529,right,PSO J318,47,False,0,0,0,0,0,Lilace,Kaufmaneyes,True,False
3344,1,Earth,True,B,126,right,TRAPPIST-1e,24,False,0,0,0,0,0,Chabih,Obeaded,True,False
3344,2,Earth,True,B,126,right,TRAPPIST-1e,15,False,0,0,230,0,0,Cellah,Obeaded,True,False
3345,3,Earth,True,G,533,right,PSO J318,14,False,0,0,230,0,0,Bellee,Pughlinsons,True,False
3355,1,Earth,True,G,548,left,PSO J318,23,False,0,0,0,0,0,Blanie,Fuenterson,True,False
3366,1,Earth,True,B,129,right,TRAPPIST-1e,29,False,0,0,0,0,0,Taurak,Unaring,True,False
3368,1,Mars,True,E,228,right,TRAPPIST-1e,18,False,0,0,0,0,0,Poot,Stité,True,False
3368,4,Mars,True,E,228,right,TRAPPIST-1e,19,False,0,0,0,0,0,Razzle,Buko,True,False
3368,5,Mars,True,E,228,right,TRAPPIST-1e,47,False,0,0,0,500,0,Chal,Buko,True,False
3373,1,Earth,True,G,538,right,TRAPPIST-1e,37,False,0,0,0,0,0,Dellie,Estein,True,False
3393,1,Earth,True,G,555,left,TRAPPIST-1e,7,False,0,0,0,0,0,Byront,Robersondez,True,False
3400,1,Earth,True,G,544,right,TRAPPIST-1e,38,False,0,0,0,0,0,unknown,unknown,True,False
3411,5,Mars,True,F,645,right,TRAPPIST-1e,25,False,0,0,0,0,400,Douse,Homin,True,False
3411,6,Mars,True,F,645,right,TRAPPIST-1e,9,False,0,0,0,0,0,Kadown,Harta,True,False
3427,1,Earth,True,G,550,right,TRAPPIST-1e,53,False,0,0,0,0,0,Marine,Harperez,True,False
3429,1,Earth,True,E,235,right,TRAPPIST-1e,27,False,0,0,0,0,0,Rasalm,Monfulewss,True,False
3482,2,Earth,True,G,572,left,TRAPPIST-1e,23,False,0,0,0,0,0,Bobbyn,Hahnstoneal,True,False
3513,2,Earth,True,B,134,right,TRAPPIST-1e,13,False,0,0,0,0,0,Hezenif,Obsentork,True,False
3522,1,Earth,True,G,567,right,PSO J318,31,False,0,0,0,0,0,Elicia,Lunapperts,True,False
3529,1,Mars,True,F,730,left,TRAPPIST-1e,40,False,0,0,0,0,0,Clow,Kie,True,False
3532,1,Mars,True,F,667,right,TRAPPIST-1e,69,False,0,0,0,0,0,Powl,Sche,True,False
3549,2,Earth,True,D,114,left,TRAPPIST-1e,62,False,0,0,0,0,0,unknown,unknown,True,False
3571,1,Earth,True,G,575,right,PSO J318,21,False,0,0,0,0,0,Sanya,Jorden,True,False
3580,2,Earth,True,B,138,right,TRAPPIST-1e,48,False,0,0,0,0,0,Azet,Airdring,True,False
3585,1,Earth,True,G,577,right,PSO J318,16,False,0,0,230,0,0,Yolace,Guerson,True,False
3589,2,Earth,True,G,587,left,TRAPPIST-1e,3,False,0,0,0,0,0,Harlos,Petton,True,False
3589,3,Earth,True,G,587,left,PSO J318,11,False,0,0,0,0,0,Deany,Waltonson,True,False
3589,4,Earth,True,G,587,left,PSO J318,5,False,0,0,0,0,0,Jeane,Lambucketty,True,False
3589,6,Earth,True,G,587,left,TRAPPIST-1e,1,False,0,0,0,0,0,Ireen,Petton,True,False
3589,7,Earth,True,G,587,left,TRAPPIST-1e,0,False,0,0,0,0,0,Verek,Petton,True,False
3601,3,Earth,True,G,591,left,TRAPPIST-1e,11,False,0,0,0,0,0,Ritany,Hopperett,True,False
3601,5,Earth,True,G,591,left,TRAPPIST-1e,13,False,0,0,0,0,0,Doria,Hinglendez,True,False
3603,1,Mars,True,F,679,right,TRAPPIST-1e,52,False,0,0,0,0,0,Oareel,Bre,True,False
3603,2,Mars,True,F,679,right,TRAPPIST-1e,15,False,0,0,0,0,0,Jifes,Bre,True,False
3604,1,Earth,True,G,581,right,TRAPPIST-1e,58,False,0,0,0,500,0,Berta,Franton,True,False
3618,2,Earth,False,A,41,right,Cancri e,42,True,0,2227,76,2140,5513,Mareson,Poustive,True,False
3633,1,Mars,True,F,756,left,TRAPPIST-1e,39,False,0,0,0,0,0,Coves,Bun,True,False
3643,1,Earth,True,G,590,right,TRAPPIST-1e,21,False,0,0,0,0,0,Davisy,Shermann,True,False
3651,1,Earth,True,B,141,right,TRAPPIST-1e,36,False,0,0,0,0,0,Haldah,Mostedry,True,False
3659,2,Earth,True,G,597,left,TRAPPIST-1e,3,False,0,0,0,0,0,Anthia,Bucklandez,True,False
3659,7,Earth,True,G,597,left,PSO J318,2,False,0,0,0,0,0,Paulah,Bucklandez,True,False
3663,1,Mars,True,F,760,left,TRAPPIST-1e,19,False,0,0,0,0,0,unknown,unknown,True,False
3670,1,Earth,True,G,597,right,PSO J318,55,False,0,0,0,0,0,Monald,Santantines,True,False
3675,2,Earth,True,G,601,right,PSO J318,51,False,0,0,0,0,0,Curtle,Welles,True,False
3675,3,Earth,True,G,601,right,TRAPPIST-1e,18,False,0,0,0,0,0,Gerry,Welles,True,False
3676,1,Earth,True,B,143,right,TRAPPIST-1e,44,False,0,0,0,0,0,Astorux,Gleroling,True,False
3683,1,Earth,True,C,122,left,TRAPPIST-1e,18,False,0,0,0,0,0,Hamak,Cumpting,True,False
3683,2,Earth,True,C,122,left,TRAPPIST-1e,13,False,0,0,0,0,0,Hamakan,Cumpting,True,False
3684,1,Earth,True,G,602,right,TRAPPIST-1e,49,False,0,0,0,0,0,Lynnee,Garnettiz,True,False
3696,1,Mars,True,F,765,left,TRAPPIST-1e,27,False,0,0,0,0,0,Oale,Chen,True,False
3701,1,Earth,True,D,125,left,TRAPPIST-1e,30,False,0,0,0,0,0,Anchib,Horbox,True,False
3701,3,Earth,True,D,125,left,TRAPPIST-1e,48,False,0,0,0,0,0,Hekaton,Horbox,True,False
3712,3,Earth,True,G,606,right,TRAPPIST-1e,0,False,0,0,0,0,0,Candra,Blacks,True,False
3712,5,Earth,True,G,606,right,PSO J318,9,False,0,0,0,0,0,Paulah,Blacks,True,False
3717,2,Earth,True,G,607,right,TRAPPIST-1e,30,False,0,0,0,0,0,Evendy,Larlowelley,True,False
3718,1,Mars,True,F,703,right,TRAPPIST-1e,21,False,0,0,0,0,0,Anams,Quith,True,False
3720,1,Mars,True,F,705,right,TRAPPIST-1e,32,False,0,0,0,0,0,Bakix,Purte,True,False
3720,3,Mars,True,F,705,right,TRAPPIST-1e,19,False,0,0,0,0,0,Oakes,Purte,True,False
3725,1,Earth,True,G,610,right,PSO J318,18,False,0,0,0,0,0,Candyn,Richan,True,False
3731,1,Earth,True,G,613,right,PSO J318,13,False,0,0,0,0,0,Moniey,Bryangton,True,False
3746,3,Earth,True,G,609,left,TRAPPIST-1e,35,False,0,0,0,0,0,Tonnie,Belley,True,False
3746,4,Earth,True,G,609,left,TRAPPIST-1e,0,False,0,0,0,0,0,Natha,Belley,True,False
3764,1,Earth,True,G,614,left,TRAPPIST-1e,28,False,0,0,0,0,0,Leenny,Moodmandez,True,False
3764,2,Earth,True,G,614,left,TRAPPIST-1e,5,False,0,0,0,0,0,Lan,Moodmandez,True,False
3766,1,Earth,True,D,126,left,TRAPPIST-1e,22,False,0,0,0,0,0,Eltar,Stpingepid,True,False
3766,2,Earth,True,D,126,left,TRAPPIST-1e,14,False,0,0,0,0,0,Saleh,Stpingepid,True,False
3792,1,Earth,True,G,621,right,TRAPPIST-1e,50,False,0,0,0,0,0,Natald,Maynardner,True,False
3794,1,Earth,True,G,621,left,PSO J318,15,False,0,0,0,0,0,Judya,Alshipson,True,False
3806,1,Earth,True,G,623,left,PSO J318,16,False,0,0,0,0,0,Thondy,Logannon,True,False
