Passenger_trav_group,PassengerId_in_group,HomePlanet,CryoSleep,Deck_num,Room_num,Bord_side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,First_name,Last_name,Transported
2892,2,Earth,True,G,469,left,Cancri e,12,False,0,0,0,0,0,Benry,Gallenry,False
2892,3,Earth,True,G,469,left,Cancri e,0,False,0,0,0,0,0,Sharie,Gallenry,True
2892,4,Earth,False,F,598,left,TRAPPIST-1e,29,False,0,1311,0,0,0,Kendre,Coolerson,False
2892,5,Earth,False,G,469,left,TRAPPIST-1e,9,False,0,0,0,0,0,Wilmay,Coolerson,False
2893,1,Earth,False,G,470,left,Cancri e,27,False,688,307,779,0,19,Verek,Beasleyes,False
2894,1,Earth,False,F,599,left,PSO J318,24,False,0,0,443,244,1,Idace,Hersons,False
2897,1,Earth,False,G,461,right,TRAPPIST-1e,38,False,1,0,288,0,556,Guye,Meadoney,True
2899,1,Mars,False,F,600,left,TRAPPIST-1e,28,False,523,0,0,970,0,Monch,Buth,False
2901,1,Earth,False,F,601,left,TRAPPIST-1e,16,False,0,20,0,300,681,Jeanna,Vandez,False
2901,2,Earth,False,F,601,left,PSO J318,24,False,250,2,25,250,707,Loisey,Vandez,True
2902,1,Earth,False,G,471,left,TRAPPIST-1e,33,False,123,760,0,0,0,Lyney,Merkins,False
2905,1,Earth,False,G,462,right,Cancri e,24,False,489,0,180,0,0,Lloyde,Parsoney,False
2906,1,Earth,False,G,463,right,TRAPPIST-1e,29,False,1,0,133,104,574,Margia,Gainebergan,False
2907,1,Earth,False,F,552,right,TRAPPIST-1e,25,False,0,9,2005,0,5,Paulah,Weavesend,True
2908,1,Earth,False,G,464,right,TRAPPIST-1e,0,False,0,0,0,0,0,Nica,Berreranks,False
2908,2,Earth,False,F,553,right,TRAPPIST-1e,13,False,649,2,0,124,143,Benda,Berreranks,False
2909,1,Earth,True,G,473,left,Cancri e,7,False,0,0,0,0,0,Eddiey,Polloantes,False
2910,1,Earth,False,F,602,left,PSO J318,32,False,0,0,736,0,0,Celis,Bucknersony,False
2912,1,Mars,True,E,178,left,TRAPPIST-1e,34,False,0,0,0,0,0,Beeres,Kine,False
2913,1,Mars,False,F,603,left,TRAPPIST-1e,49,False,21,25,1509,0,1042,Pefox,Sau,False
2919,1,Mars,False,D,96,right,TRAPPIST-1e,43,False,13,2119,315,0,261,Slix,Kra,True
2919,2,Mars,False,F,555,right,TRAPPIST-1e,0,False,0,0,0,0,0,Soyos,Kra,True
2919,3,Mars,True,F,555,right,TRAPPIST-1e,6,False,0,0,0,0,0,Stmeal,Kra,True
2920,1,Earth,False,F,606,left,TRAPPIST-1e,23,False,0,179,569,0,0,Joelan,Schwardson,True
2925,1,Mars,False,F,609,left,TRAPPIST-1e,43,False,336,11,796,15,0,Cines,Minen,True
2925,2,Mars,True,F,609,left,Cancri e,23,False,0,0,0,0,0,Goleer,Minen,True
2927,1,Mars,True,F,611,left,Cancri e,41,False,0,0,0,0,0,Caw,Panad,True
2928,1,Earth,False,B,92,left,Cancri e,54,True,0,2062,2,19,1618,Menkibi,Mander,False
2928,2,Earth,True,B,92,left,TRAPPIST-1e,51,False,0,0,180,0,0,Photope,Caltilter,True
2928,3,Earth,True,B,92,left,TRAPPIST-1e,44,False,0,0,0,0,0,Gluinol,Mander,True
2929,1,Earth,True,G,467,right,PSO J318,48,False,0,0,0,0,0,Alancy,Mcbritts,True
2930,1,Earth,False,G,474,left,TRAPPIST-1e,45,False,250,9,0,857,16,Cary,Mejiaddox,False
2934,1,Earth,False,F,557,right,PSO J318,20,False,0,689,0,0,0,Adriet,Moodman,False
2935,1,Earth,False,T,2,left,TRAPPIST-1e,33,False,0,28,0,6841,543,unknown,unknown,False
2936,1,Earth,False,G,468,right,TRAPPIST-1e,21,False,15,30,11,2,388,Jimmyn,Berreranks,False
2938,1,Earth,True,C,100,left,TRAPPIST-1e,68,False,0,0,0,0,0,Taban,Aroodint,True
2940,1,Earth,False,F,615,left,PSO J318,23,False,5,308,363,7,0,Melica,Casonston,True
2941,1,Earth,False,G,477,left,TRAPPIST-1e,16,False,24,0,13,717,0,Coreee,Beasleyes,False
2942,1,Earth,False,F,558,right,TRAPPIST-1e,35,False,198,44,97,30,510,Tany,Watkinsley,False
2943,1,Earth,True,G,478,left,TRAPPIST-1e,22,False,0,0,0,0,0,Allene,Belley,False
2944,1,Earth,False,F,559,right,TRAPPIST-1e,51,False,214,3,16,569,0,Min,Nichoan,False
2944,2,Earth,False,G,469,right,PSO J318,2,False,0,0,0,0,0,Ernard,Nichoan,False
2944,3,Earth,True,G,469,right,Cancri e,29,False,0,0,0,0,0,Sta,Nichoan,False
2944,4,Earth,False,G,469,right,TRAPPIST-1e,0,False,0,0,0,0,0,Terta,Nichoan,True
2945,1,Earth,True,G,479,left,Cancri e,39,False,0,0,0,0,0,Jeanie,Moodsey,True
2948,1,Earth,False,C,112,right,TRAPPIST-1e,55,False,0,1971,77,577,1050,Tabiton,Prearright,True
2949,1,Earth,True,G,482,left,TRAPPIST-1e,22,False,0,0,0,250,0,Florey,Boltertley,False
2950,1,Earth,False,F,617,left,TRAPPIST-1e,20,False,310,0,374,0,5,Lawren,Fielsenders,False
2953,1,Earth,False,E,179,left,Cancri e,25,False,0,641,0,2,0,Eilan,Solivers,True
2954,1,Earth,False,F,619,left,Cancri e,18,False,235,0,101,0,316,Karlie,Gordanieves,True
2956,1,Earth,False,G,470,right,PSO J318,28,False,3,141,0,0,1689,Tonnie,Houseson,False
2958,1,Earth,False,F,561,right,TRAPPIST-1e,26,False,1822,0,4,107,1204,Min,Parrett,False
2959,1,Earth,False,F,620,left,PSO J318,28,False,1,0,933,614,0,unknown,unknown,False
2960,1,Earth,False,F,562,right,TRAPPIST-1e,54,False,250,800,0,0,0,Gracia,Carterson,False
2961,1,Earth,False,F,621,left,TRAPPIST-1e,56,False,0,54,0,724,0,Evaned,Kellynn,False
2962,1,Mars,False,E,180,left,TRAPPIST-1e,25,False,1228,0,132,0,0,Cints,Backe,False
2964,1,Earth,False,A,35,right,TRAPPIST-1e,26,False,2050,8525,0,270,636,Izarfik,Holiabler,False
2965,1,Earth,False,F,622,left,TRAPPIST-1e,14,False,0,0,709,258,3,Amandy,Munozanson,False
2966,1,Earth,False,E,181,left,TRAPPIST-1e,21,False,2,417,323,0,84,Deaney,Avisley,True
2968,1,Earth,True,G,485,left,TRAPPIST-1e,43,False,0,0,0,0,0,Evendy,Sosalinson,True
2969,1,Earth,False,G,486,left,TRAPPIST-1e,37,False,221,0,32,38,516,Russey,Miley,False
2971,1,Earth,False,T,3,left,TRAPPIST-1e,38,False,0,3135,0,26,3,Pent,Sessiouse,True
2972,1,Earth,False,E,182,left,TRAPPIST-1e,14,False,0,1,1441,0,190,Danna,Yorkland,True
2975,1,Earth,True,F,564,right,PSO J318,20,False,0,0,585,0,10,Elanda,Hermanapp,False
2979,1,Earth,False,B,93,left,TRAPPIST-1e,33,False,0,0,0,0,0,Sadirux,Urablele,False
2982,1,Earth,True,B,111,right,Cancri e,33,False,0,0,0,0,0,Tarino,Unrespery,True
2983,1,Earth,False,E,183,left,TRAPPIST-1e,13,False,0,0,31,0,810,Mamina,Monsoney,True
2984,1,Earth,False,D,97,right,TRAPPIST-1e,37,False,0,210,0,4114,0,Teron,Healted,False
2986,1,Mars,False,E,197,right,TRAPPIST-1e,15,False,5711,0,2516,0,1370,Swaffs,Dutty,False
2988,1,Earth,False,A,36,right,Cancri e,33,False,396,1280,7,308,4941,Winon,Cousel,False
2990,1,Earth,True,G,472,right,PSO J318,24,False,0,0,0,0,0,Gileen,Vandez,True
2992,1,Earth,False,F,570,right,PSO J318,49,False,0,800,0,160,528,Dont,Sterreray,False
2993,1,Earth,False,F,571,right,TRAPPIST-1e,24,False,1252,6,180,123,706,Nelly,Gordanieves,False
2994,1,Earth,False,E,198,right,TRAPPIST-1e,24,False,173,0,14,0,603,Carly,Scottuez,False
2995,1,Earth,True,B,94,left,Cancri e,26,False,0,0,0,0,0,Minus,Roforhauge,True
2995,2,Earth,True,B,94,left,Cancri e,40,False,0,0,0,0,0,Marinon,Roforhauge,True
2996,1,Earth,False,F,626,left,Cancri e,31,False,0,611,2,4,22,unknown,unknown,False
2998,1,Earth,False,C,113,right,TRAPPIST-1e,47,False,0,5252,0,124,300,Dirfak,Mosteraked,True
3000,1,Earth,False,F,627,left,TRAPPIST-1e,19,False,736,0,0,0,1,Therta,Spencervan,False
3001,1,Earth,False,C,101,left,Cancri e,38,True,0,1577,0,425,4359,Phecca,Shming,False
3001,2,Earth,False,C,101,left,Cancri e,33,False,0,1001,2280,450,29,Dirfak,Shming,True
3003,1,Earth,True,C,114,right,TRAPPIST-1e,45,False,0,0,0,0,0,Ankaan,String,True
3004,1,Earth,True,G,473,right,TRAPPIST-1e,1,False,0,0,0,0,0,Card,Clinantones,True
3004,2,Earth,False,F,572,right,TRAPPIST-1e,32,False,0,53,0,744,0,Tin,Clinantones,False
3005,1,Mars,True,F,573,right,TRAPPIST-1e,70,False,0,0,0,0,0,Stmeal,Fisun,True
3006,1,Earth,False,G,474,right,PSO J318,19,False,23,0,0,0,732,Race,Wolferguson,False
3009,1,Mars,True,E,185,left,PSO J318,55,False,0,0,0,0,0,Blakes,Chcak,True
3010,1,Earth,False,B,96,left,TRAPPIST-1e,48,False,0,8403,0,7627,83,Kraban,Praugnox,False
3012,1,Earth,False,G,475,right,TRAPPIST-1e,66,False,1187,1,11,6,0,Thony,Bradlerson,False
3013,1,Earth,False,F,629,left,TRAPPIST-1e,13,False,250,256,0,207,409,Morrie,Moongton,False
3014,1,Earth,False,C,115,right,Cancri e,40,False,82,1390,0,347,6237,Alduson,Oilpuring,False
3015,1,Earth,False,E,199,right,TRAPPIST-1e,35,False,0,1438,0,112,74,Dord,Pottley,True
3018,1,Earth,False,F,630,left,TRAPPIST-1e,32,False,0,49,2,639,0,Vanley,Harry,False
3019,1,Mars,False,E,187,left,TRAPPIST-1e,51,False,1644,0,234,157,64,Yakers,Peake,False
3020,1,Earth,False,B,112,right,TRAPPIST-1e,37,False,0,216,0,5391,3372,Tard,Monfulewss,False
3021,1,Earth,False,G,476,right,TRAPPIST-1e,31,False,517,1,301,60,4,Deanny,Spencervan,False
3021,2,Earth,False,F,574,right,TRAPPIST-1e,37,False,608,0,6,0,1637,Billey,Spencervan,False
3022,1,Earth,False,C,102,left,TRAPPIST-1e,38,False,0,3331,270,2,3510,Ankab,Speating,False
3022,2,Earth,False,C,102,left,Cancri e,19,False,0,329,0,3154,312,Hadirah,Speating,False
3023,1,Mars,True,F,631,left,TRAPPIST-1e,33,False,0,0,0,0,0,Panter,Blane,True
3024,1,Earth,False,F,632,left,TRAPPIST-1e,19,False,0,0,1752,187,0,Jord,Barkeretton,True
3025,1,Earth,False,G,477,right,TRAPPIST-1e,31,False,2,788,0,128,9,unknown,unknown,True
3025,2,Earth,False,G,477,right,TRAPPIST-1e,43,False,45,8,0,607,44,Stald,Fisheparks,False
3026,1,Earth,True,G,492,left,TRAPPIST-1e,22,False,0,0,0,0,0,Artis,Gambs,False
3027,1,Earth,True,G,493,left,TRAPPIST-1e,24,False,0,0,0,0,0,Tracia,Fitzgerson,False
3029,1,Earth,False,C,103,left,Cancri e,21,False,0,878,82,360,1784,Geno,Disgul,False
3029,2,Earth,True,C,103,left,TRAPPIST-1e,14,False,0,0,0,0,0,Charga,Disgul,True
3030,1,Earth,False,B,97,left,Cancri e,30,False,728,2551,0,48,1804,Cellum,Alaring,True
3030,2,Earth,True,B,97,left,TRAPPIST-1e,22,False,0,0,0,0,0,Wezena,Alaring,True
3032,1,Earth,False,G,478,right,TRAPPIST-1e,11,False,0,0,0,0,0,Raque,Wolfernan,False
3032,2,Earth,True,G,478,right,TRAPPIST-1e,4,False,0,0,0,0,0,Loresa,Wolfernan,False
3032,3,Earth,False,G,478,right,TRAPPIST-1e,0,False,0,0,0,0,0,Andie,Wolfernan,False
3032,4,Earth,False,F,575,right,TRAPPIST-1e,30,False,479,12,25,643,283,Ritany,Wolfernan,False
3033,1,Earth,False,G,479,right,PSO J318,21,False,0,27,1181,0,513,Hardy,Wagnerray,False
3036,1,Earth,False,F,634,left,PSO J318,57,False,506,0,1,178,0,Penne,Booneid,False
3038,1,Mars,False,F,576,right,TRAPPIST-1e,35,False,1228,0,0,0,0,Cink,Porté,False
3039,1,Earth,False,A,37,right,TRAPPIST-1e,32,False,0,0,0,0,0,Acraban,Conamminal,False
3040,1,Mars,False,F,577,right,TRAPPIST-1e,32,False,2616,0,2,5,0,Nilly,Purle,False
3042,1,Earth,False,F,578,right,TRAPPIST-1e,30,False,0,0,301,0,437,Maya,Mejiaddox,False
3044,1,Earth,False,F,636,left,TRAPPIST-1e,69,False,577,139,0,0,0,Joyces,Fowlesterez,False
3045,1,Earth,True,G,480,right,TRAPPIST-1e,21,False,0,0,0,0,0,Helean,Hestes,False
3047,1,Mars,True,E,190,left,PSO J318,17,False,0,0,0,0,0,Jack,Quart,True
3047,2,Mars,False,E,190,left,TRAPPIST-1e,16,False,995,0,6,48,0,Wafros,Quart,False
3048,1,Mars,True,E,200,right,TRAPPIST-1e,25,False,0,0,0,250,0,Mitch,Canie,False
3050,1,Earth,False,E,191,left,TRAPPIST-1e,25,False,1586,2342,947,1,276,Skatik,Supred,True
3054,1,Earth,False,F,579,right,TRAPPIST-1e,13,False,578,77,0,306,5,Celis,Bootez,False
3055,1,Earth,False,F,637,left,TRAPPIST-1e,37,False,1086,0,0,41,0,Inen,Casentry,False
3060,1,Mars,False,F,581,right,TRAPPIST-1e,13,False,760,2,2,250,0,Rowl,Chman,False
3060,2,Mars,False,D,98,right,TRAPPIST-1e,45,False,3309,0,10,0,0,Duckes,Chman,False
3060,3,Mars,True,E,201,right,TRAPPIST-1e,55,False,0,0,0,0,0,Torms,Chman,False
3061,1,Earth,False,F,638,left,TRAPPIST-1e,22,False,664,0,0,65,0,Mela,Bakericks,False
3061,2,Earth,False,G,498,left,TRAPPIST-1e,39,False,0,0,0,1745,72,Ritey,Hickley,False
3062,1,Mars,False,D,99,right,TRAPPIST-1e,35,False,741,0,31,0,36,Hion,Frasp,False
3063,1,Earth,True,G,499,left,PSO J318,19,False,0,0,0,0,0,Jerrye,Daughttley,True
3063,2,Earth,True,G,499,left,TRAPPIST-1e,7,False,0,0,0,0,0,Joana,Daughttley,True
3063,3,Earth,False,E,192,left,TRAPPIST-1e,19,False,1,0,0,450,254,Elina,Daughttley,False
3064,1,Earth,True,G,482,right,TRAPPIST-1e,21,False,0,0,0,0,0,Thewis,Spencervan,True
3065,1,Earth,False,D,94,left,Cancri e,37,False,0,2065,1650,356,1,Solark,Preeldy,True
3066,1,Earth,False,E,193,left,TRAPPIST-1e,35,False,1609,0,0,0,0,Felia,Hortis,False
3067,1,Earth,True,G,483,right,TRAPPIST-1e,22,False,0,0,0,0,0,France,Dicksons,True
3068,1,Earth,False,G,500,left,TRAPPIST-1e,62,False,379,453,0,7,0,Tyrona,Mcfarley,False
3070,1,Earth,True,G,501,left,TRAPPIST-1e,41,False,0,0,0,0,0,Bel,Haydenez,True
3071,1,Earth,True,B,113,right,TRAPPIST-1e,16,False,250,0,0,0,0,Saiphda,Cracionfic,True
3071,2,Earth,False,B,113,right,TRAPPIST-1e,26,False,0,800,8,21,6023,Alballa,Cracionfic,False
3073,1,Mars,True,F,640,left,TRAPPIST-1e,36,False,0,0,0,0,0,Krios,Shbre,True
3076,1,Earth,True,G,502,left,PSO J318,36,False,0,0,0,0,0,Jaimez,Mcfaddenson,True
3079,1,Earth,False,F,642,left,Cancri e,22,False,35,0,36,581,0,Charly,Booters,False
3080,1,Earth,False,F,584,right,TRAPPIST-1e,40,False,0,0,0,822,2,Florey,Alldson,False
3081,1,Earth,False,C,118,right,Cancri e,50,False,0,1547,0,1784,1,Gollux,Reedall,True
3081,2,Earth,True,C,118,right,TRAPPIST-1e,57,False,0,0,0,0,0,Sadirak,Reedall,True
3082,1,Earth,False,G,503,left,PSO J318,15,False,1,30,1793,0,0,Kayd,Wilkinner,True
3083,1,Earth,False,D,100,right,Cancri e,23,False,0,587,0,1497,1014,Antak,Bootty,False
3084,1,Mars,True,D,101,right,Cancri e,60,False,0,0,0,0,0,Bakix,Flell,True
3085,1,Earth,True,G,504,left,TRAPPIST-1e,73,False,0,0,0,153,556,Coracy,Briggins,False
3087,1,Earth,True,G,505,left,TRAPPIST-1e,35,False,0,0,0,0,0,Chadie,Flyncharlan,True
3088,1,Earth,False,A,25,left,TRAPPIST-1e,28,False,0,0,0,0,0,Dscha,Dishearly,False
3090,1,Earth,False,B,115,right,TRAPPIST-1e,27,True,0,6013,0,820,31,Minoces,Myling,True
3091,1,Earth,False,C,270,right,TRAPPIST-1e,14,False,0,946,0,7860,384,Kitakan,Wingcoling,False
3091,2,Earth,True,D,102,right,TRAPPIST-1e,26,False,250,0,0,0,0,Shaiaz,Wingcoling,True
3092,1,Earth,False,G,506,left,TRAPPIST-1e,22,False,250,0,102,43,700,Stace,Solivers,False
3093,1,Mars,False,E,194,left,Cancri e,22,False,2229,0,1349,121,0,Berk,Terte,True
3095,1,Mars,False,F,585,right,PSO J318,71,False,924,1284,10,9,0,Aarjel,Rhuba,False
3096,1,Mars,False,D,103,right,Cancri e,25,False,5,1,633,0,188,Seat,Khaf,True
3099,1,Mars,True,E,203,right,TRAPPIST-1e,27,False,0,0,0,0,0,Chones,Bine,True
3100,1,Earth,False,G,485,right,TRAPPIST-1e,1,False,0,0,0,0,0,Andrey,Farmonrada,False
3100,2,Earth,False,F,586,right,TRAPPIST-1e,52,False,809,0,0,0,0,Jord,Farmonrada,True
3100,3,Earth,True,G,485,right,TRAPPIST-1e,0,False,0,0,0,0,0,Gordo,Farmonrada,True
3102,1,Earth,True,B,101,left,Cancri e,30,False,0,0,0,0,0,Tachba,Mirinanty,True
3103,1,Earth,False,B,102,left,TRAPPIST-1e,52,True,0,7452,0,1158,7979,Aldibah,Baleful,False
3104,1,Earth,False,G,507,left,TRAPPIST-1e,12,False,0,0,0,0,0,Shally,Fowles,True
3104,2,Earth,True,G,507,left,TRAPPIST-1e,22,False,0,0,0,0,0,Lorice,Fowles,True
3110,1,Earth,False,G,509,left,TRAPPIST-1e,24,False,520,0,0,195,0,Dandra,Joyneidez,True
3111,1,Mars,False,D,95,left,TRAPPIST-1e,22,False,1173,0,0,9,0,Goles,Ramad,False
3112,1,Earth,True,G,488,right,PSO J318,15,False,0,0,0,0,0,Billey,Romason,False
3113,1,Mars,True,D,96,left,TRAPPIST-1e,21,False,250,0,0,0,0,Sceros,Lake,True
3113,2,Mars,True,D,96,left,Cancri e,56,False,0,0,0,0,0,Eloos,Lake,True
3114,1,Mars,False,D,97,left,TRAPPIST-1e,50,False,1598,0,155,26,0,Yapich,Sad,False
3116,1,Earth,False,F,645,left,TRAPPIST-1e,20,False,127,0,656,0,21,Jaye,Mcguirez,False
3117,1,Earth,False,F,646,left,TRAPPIST-1e,32,False,0,0,47,857,23,unknown,unknown,False
3118,1,Earth,True,G,510,left,TRAPPIST-1e,28,False,0,0,0,0,0,Sus,Coolez,False
3119,1,Earth,False,G,490,right,TRAPPIST-1e,74,False,571,0,0,277,0,Jorgie,Hamberterry,False
3120,1,Mars,True,E,204,right,TRAPPIST-1e,25,False,0,0,0,0,0,Rionk,Rhuba,True
3120,2,Mars,False,E,204,right,TRAPPIST-1e,31,False,691,3,68,286,0,Aps,Rhuba,False
3121,1,Earth,True,G,491,right,PSO J318,6,False,0,0,0,0,0,Trice,Moreman,True
3123,1,Earth,True,G,511,left,TRAPPIST-1e,17,False,0,0,0,0,0,Derina,Prinson,True
3124,1,Mars,True,F,648,left,TRAPPIST-1e,12,False,0,0,0,0,0,Stax,Hapie,True
3124,2,Mars,False,F,648,left,TRAPPIST-1e,47,False,1130,8,299,0,0,Gech,Hapie,True
3124,3,Mars,True,F,648,left,TRAPPIST-1e,46,False,0,0,0,0,0,Wal,Hapie,True
3126,1,Earth,False,B,116,right,Cancri e,31,False,139,4018,13,232,1140,Zedares,Foraud,True
3126,2,Earth,False,B,116,right,TRAPPIST-1e,36,False,0,0,0,0,0,Okulas,Foraud,True
3128,1,Earth,False,G,512,left,Cancri e,15,False,62,57,2646,1104,312,Heila,Gordond,False
3130,1,Mars,False,F,588,right,TRAPPIST-1e,38,False,886,0,618,0,0,Mall,Frasp,False
3131,1,Earth,True,G,492,right,Cancri e,48,False,0,0,0,0,0,Salley,Mckinn,True
3131,2,Earth,True,G,492,right,TRAPPIST-1e,21,False,0,0,0,0,0,Hardy,Griffy,True
3131,3,Earth,True,G,492,right,TRAPPIST-1e,4,False,0,0,0,0,0,Jamela,Griffy,True
3132,1,Mars,True,F,649,left,TRAPPIST-1e,31,False,0,0,0,0,0,Sce,Meake,True
3133,1,Earth,False,G,513,left,PSO J318,31,False,0,140,394,0,0,Aliey,Chanash,False
3134,1,Earth,False,C,119,right,PSO J318,62,True,0,4513,0,85,1437,Enifik,Clughted,True
3136,1,Earth,True,G,514,left,TRAPPIST-1e,29,False,0,0,0,0,0,Feline,Mcneiderson,True
3140,1,Mars,False,E,206,right,TRAPPIST-1e,26,False,912,0,43,0,0,Eang,Dan,False
3142,1,Mars,False,F,591,right,TRAPPIST-1e,43,False,33,1117,59,0,16,Backse,Cla,False
3142,2,Mars,False,F,591,right,TRAPPIST-1e,32,False,1087,0,71,0,0,Fres,Cla,False
3143,1,Mars,True,F,592,right,Cancri e,24,False,0,0,0,0,250,Dous,Blane,True
3145,1,Mars,True,F,652,left,TRAPPIST-1e,49,False,0,0,0,0,0,Spies,Gency,True
3147,1,Earth,False,F,594,right,TRAPPIST-1e,21,False,17,427,31,257,0,Colle,Steinardson,True
3149,1,Earth,False,G,494,right,TRAPPIST-1e,18,False,0,730,79,0,250,Natha,Portananney,True
3149,2,Earth,True,G,494,right,TRAPPIST-1e,18,False,0,0,0,0,0,Katen,Portananney,True
3152,1,Earth,True,G,496,right,TRAPPIST-1e,14,False,0,0,0,0,0,Therek,Greeves,False
3158,1,Mars,False,D,100,left,TRAPPIST-1e,21,False,1507,800,3,2,1196,Pech,Banie,False
3159,1,Mars,True,F,654,left,Cancri e,25,False,0,0,0,0,0,Eggers,Melte,True
3161,1,Earth,False,E,208,right,Cancri e,56,False,0,323,971,58,4240,Batan,Roustorly,False
3162,1,Earth,False,G,500,right,TRAPPIST-1e,0,False,0,0,0,0,0,Diandi,Kellyons,True
3162,2,Earth,False,F,596,right,TRAPPIST-1e,55,False,0,0,5,0,2409,Robyny,Simonson,False
3162,3,Earth,True,G,500,right,TRAPPIST-1e,14,False,0,0,0,0,0,Beula,Simonson,False
3163,1,Mars,False,F,656,left,TRAPPIST-1e,13,False,1007,0,142,295,0,Crin,Vlart,False
3163,2,Mars,True,F,656,left,Cancri e,43,False,4,0,1834,1,66,Hammet,Vlart,False
3164,1,Earth,True,G,516,left,TRAPPIST-1e,39,False,0,0,0,0,0,Berty,Crayeson,False
3166,1,Mars,True,F,657,left,TRAPPIST-1e,52,False,250,0,0,0,0,Morms,Cheen,True
3168,1,Earth,False,F,658,left,TRAPPIST-1e,24,False,0,7,548,4,0,Jaimez,Peckerson,True
3169,1,Earth,False,F,598,right,TRAPPIST-1e,26,False,207,350,74,0,3,Lyn,Leblanchez,True
3171,1,Earth,True,G,502,right,Cancri e,22,False,0,0,0,0,0,Letty,Wellenez,True
3172,1,Earth,False,F,659,left,TRAPPIST-1e,26,False,0,0,1352,5,0,Allena,Sellahaney,False
3174,1,Mars,False,D,101,left,TRAPPIST-1e,19,False,155,0,1632,3,0,Berios,Homin,True
3174,2,Mars,True,F,660,left,TRAPPIST-1e,38,False,0,0,0,0,0,Life,Homin,True
3175,1,Earth,True,B,104,left,Cancri e,38,False,0,0,0,0,0,Altardr,Mosteraked,True
3176,1,Earth,False,E,196,left,TRAPPIST-1e,77,False,0,9032,0,128,1464,Ankalik,Nateansive,True
3179,1,Earth,False,F,599,right,Cancri e,28,False,2840,0,0,0,0,Therie,Saley,False
3180,1,Earth,False,F,663,left,TRAPPIST-1e,22,False,250,1,379,0,336,Hery,Lewinez,False
3181,1,Earth,False,E,197,left,TRAPPIST-1e,20,False,4,353,193,241,0,Tanley,Gregordy,False
3182,1,Earth,False,F,600,right,TRAPPIST-1e,18,False,0,0,699,0,0,Herita,Welltonces,True
3184,1,Earth,False,B,117,right,Cancri e,10,False,0,0,0,0,0,Arkard,Sechausive,True
3184,2,Earth,True,B,117,right,Cancri e,34,False,0,0,0,0,0,Tarmus,Sechausive,True
3185,1,Earth,False,F,601,right,TRAPPIST-1e,43,False,0,788,0,0,1191,Carley,Gardonadox,False
3188,1,Mars,True,E,209,right,Cancri e,31,False,0,0,0,0,0,Mass,Reau,False
3189,1,Mars,True,D,102,left,Cancri e,40,False,0,0,0,0,0,Weers,Che,True
3189,2,Mars,True,D,102,left,TRAPPIST-1e,25,False,1299,0,0,0,0,Womel,Che,False
3191,1,Mars,True,F,603,right,TRAPPIST-1e,68,False,0,0,0,0,0,Fex,Sin,True
3192,1,Earth,False,F,665,left,TRAPPIST-1e,20,False,0,0,147,250,0,Dorie,Brenney,False
3193,1,Mars,False,F,666,left,TRAPPIST-1e,27,True,309,800,849,0,0,Golve,Mushe,True
3195,1,Earth,False,G,505,right,TRAPPIST-1e,1,False,0,0,0,0,0,Rald,Litthews,False
3195,2,Earth,False,G,505,right,PSO J318,60,False,0,31,6,223,356,Fredy,Litthews,False
3195,3,Earth,False,G,505,right,Cancri e,28,False,0,0,675,31,0,Fery,Litthews,True
3195,4,Earth,False,G,505,right,PSO J318,11,False,0,0,0,0,0,Ralda,Litthews,False
3195,5,Earth,False,C,292,right,Cancri e,0,False,0,0,0,0,0,Allena,Litthews,False
3195,6,Earth,True,G,505,right,TRAPPIST-1e,9,False,0,0,0,0,0,Violan,Litthews,False
3196,1,Mars,False,F,667,left,TRAPPIST-1e,38,False,1046,0,1553,0,0,Flats,Chate,False
3197,1,Earth,False,F,668,left,Cancri e,18,False,0,0,180,588,0,Molley,Ryanga,False
3200,1,Earth,False,F,669,left,TRAPPIST-1e,40,False,4,11,669,0,773,Brie,Flynney,False
3201,1,Earth,False,F,670,left,TRAPPIST-1e,21,False,330,11,0,0,398,Lynez,Mcfaddoxter,False
3203,1,Earth,True,G,506,right,TRAPPIST-1e,24,False,0,0,0,0,0,Karley,Hopez,False
3204,1,Earth,False,A,27,left,TRAPPIST-1e,26,False,250,1653,7,227,1457,Sadra,Wirdley,False
3204,2,Earth,False,A,27,left,TRAPPIST-1e,47,False,3865,3810,0,12,196,Alphah,Wirdley,False
3204,3,Earth,False,A,27,left,TRAPPIST-1e,46,False,0,131,180,8873,469,Matan,Wirdley,False
3205,1,Earth,True,G,507,right,Cancri e,55,False,0,0,0,0,0,Denny,Dotsondez,True
3206,1,Earth,False,G,520,left,TRAPPIST-1e,50,False,293,0,21,573,0,Gwenda,Gainebergan,False
3209,1,Mars,True,F,672,left,TRAPPIST-1e,10,False,0,0,0,0,0,Ech,Nutca,True
3210,1,Earth,False,E,211,right,Cancri e,17,False,454,19,0,250,3219,Charda,Heeroling,False
3210,2,Earth,False,E,211,right,Cancri e,20,False,11,596,0,3583,266,Aldun,Clugeadry,False
3210,3,Earth,False,E,211,right,TRAPPIST-1e,37,False,76,2804,0,1287,1229,Axionif,Heeroling,False
3211,1,Earth,False,F,673,left,TRAPPIST-1e,24,False,11,0,9,2645,2,Stal,Baldson,False
3211,2,Earth,False,G,521,left,Cancri e,43,False,511,233,180,0,144,Maura,Baldson,False
3211,3,Earth,False,G,521,left,TRAPPIST-1e,0,False,0,0,0,0,0,Dianya,Baldson,False
